"","study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","admin","fasting_period","fasting_period_units","num_tissues_types","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","measurement_methods","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","se_t1","CI95_t1","mean_t2","sd_t2","n_t2","se_t2","CI95_t2","sample_depend","control_multiple_comparisons","type","CORT_values_available","Notes","observation","SMDH","v_SMDH","ROM","v_ROM","species_phylo"
"173","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/mg","Aebi 1984","figure3a","maternal deprivation","control",3,"hours",0.188429752066116,0.0916126046978575,12,0.0264462809917354,"NA",0.398347107438016,0.0687094535233937,12,0.0198347107438017,"NA","1","no","raw","NA","View study_notes",173,-2.50281173921339,0.335344759625835,-0.748598485096157,0.0221776648842086,"Rattus_norvegicus"
"174","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/mg","Aebi 1984","figure3b","maternal deprivation","control",3,"hours",0.166771159874608,0.0912177227810566,12,0.0263322884012538,"NA",0.561755485893417,0.304059075936856,12,0.0877742946708464,"NA","1","no","raw","NA","View study_notes",174,-1.69884486905574,0.293128489628929,-1.21444410419323,0.0493448104224375,"Rattus_norvegicus"
"175","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/mg","Aebi 1984","figure3b","maternal deprivation","control",3,"hours",0.133855799373041,0.0380073844921068,12,0.0109717868338557,"NA",0.427899686520376,0.311660552835276,12,0.0899686520376172,"NA","1","no","raw","NA","View study_notes",175,-1.27870317341595,0.253993752209081,-1.16212569439043,0.0509263820797109,"Rattus_norvegicus"
"176","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/mg","Aebi 1984","figure3b","maternal deprivation","control",3,"hours",0.162382445141066,0.0988191996794784,12,0.0285266457680251,"NA",0.550783699059561,0.228044306952641,12,0.0658307210031346,"NA","1","no","raw","NA","View study_notes",176,-2.133727093449,0.333675005818573,-1.22138784592761,0.045147430556049,"Rattus_norvegicus"
"177","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/mg","Aebi 1984","figure3b","maternal deprivation","control",3,"hours",0.184326018808778,0.0760147689842142,12,0.0219435736677117,"NA",0.430094043887148,0.0684132920857925,12,0.0197492163009404,"NA","1","no","raw","NA","View study_notes",177,-3.2812037050487,0.429203039512632,-0.847297860387202,0.0162808320607154,"Rattus_norvegicus"
"178","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","MPO","myeloperoxidase (MPO) activity, neutrophil infiltrate in tissues","mU/mg","DeYoung et al. 1989","figure4a","maternal deprivation","control",3,"hours",0.0458082191780822,0.0258146750497936,12,0.00745205479452053,"NA",0.0366027397260274,0.00683329633671002,12,0.00197260273972601,"NA","1","no","raw","NA","View study_notes",178,0.47067258032113,0.19065545785847,0.224340439548056,0.0293689664896808,"Rattus_norvegicus"
"179","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","MPO","myeloperoxidase (MPO) activity, neutrophil infiltrate in tissues","mU/mg","DeYoung et al. 1989","figure4a","maternal deprivation","control",3,"hours",0.071013698630137,0.00987031693080345,12,0.00284931506849315,"NA",0.0265205479452054,0.00607404118818682,12,0.00175342465753427,"NA","1","no","raw","NA","View study_notes",179,5.24170451687354,0.933072245567848,0.984952970195591,0.00598117789912548,"Rattus_norvegicus"
"180","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","MPO","myeloperoxidase (MPO) activity, neutrophil infiltrate in tissues","mU/mg","DeYoung et al. 1989","figure4a","maternal deprivation","control",3,"hours",0.0462465753424657,0.00759255148523346,12,0.00219178082191782,"NA",0.0431780821917808,0.0129073375248968,12,0.00372602739726026,"NA","1","no","raw","NA","View study_notes",180,0.279774219636604,0.184017067465969,0.0686544047380774,0.00969285731411797,"Rattus_norvegicus"
"181","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","MPO","myeloperoxidase (MPO) activity, neutrophil infiltrate in tissues","mU/mg","DeYoung et al. 1989","figure4a","maternal deprivation","control",3,"hours",0.0355068493150685,0.0113888272278502,12,0.00328767123287672,"NA",0.0278356164383561,0.0121480823763735,12,0.00350684931506849,"NA","1","no","raw","NA","View study_notes",181,0.628999013336769,0.190847343647429,0.243409248773795,0.0244454199470815,"Rattus_norvegicus"
"182","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","non-enzymatic","NA","antioxidant","sulfhydryl","sulfhydryl content, oxidative damage to proteins by assessing integrity of sulfhydryl groups","nmol/mg","Aksenov and Markesbery 2001","figure2d","maternal deprivation","control",3,"hours",0.664772727272728,0.141713247891998,12,0.0409090909090906,"NA",0.882954545454546,0.106284935918998,12,0.0306818181818178,"NA","1","no","raw","NA","View study_notes",182,-1.68167927884156,0.251130998643656,-0.283828503135791,0.00499447766451024,"Rattus_norvegicus"
"183","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","non-enzymatic","NA","antioxidant","sulfhydryl","sulfhydryl content, oxidative damage to proteins by assessing integrity of sulfhydryl groups","nmol/mg","Aksenov and Markesbery 2001","figure2d","maternal deprivation","control",3,"hours",0.572727272727273,0.0708566239459997,12,0.0204545454545455,"NA",0.995454545454546,0.247998183810996,12,0.0715909090909085,"NA","1","no","raw","NA","View study_notes",183,-2.23777776181173,0.377673846812409,-0.552789822865023,0.00644768134313201,"Rattus_norvegicus"
"184","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","non-enzymatic","NA","antioxidant","sulfhydryl","sulfhydryl content, oxidative damage to proteins by assessing integrity of sulfhydryl groups","nmol/mg","Aksenov and Markesbery 2001","figure2d","maternal deprivation","control",3,"hours",0.78409090909091,0.0944754985946655,12,0.0272727272727271,"NA",0.75,0.118094373243334,12,0.0340909090909094,"NA","1","no","raw","NA","View study_notes",184,0.30777442882829,0.184074761025763,0.0444517625708349,0.00327594557015423,"Rattus_norvegicus"
"185","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","non-enzymatic","NA","antioxidant","sulfhydryl","sulfhydryl content, oxidative damage to proteins by assessing integrity of sulfhydryl groups","nmol/mg","Aksenov and Markesbery 2001","figure2d","maternal deprivation","control",3,"hours",0.767045454545455,0.177141559865,12,0.051136363636364,"NA",0.825,0.165332122540667,12,0.0477272727272731,"NA","1","no","raw","NA","View study_notes",185,-0.326559506827552,0.184253343600732,-0.0728373239522655,0.0077912103757334,"Rattus_norvegicus"
"186","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","carbonyle levels, oxidative damage to proteins by determination of carbonyl groups","nmol/mg","Levine et al. 1990","figure2b","maternal deprivation","control",3,"hours",0.233636363636363,0.132265698032532,12,0.0381818181818182,"NA",0.0890909090909089,0.050386932583822,12,0.0145454545454546,"NA","1","no","raw","NA","View study_notes",186,1.39436315271036,0.250631944206387,0.964108606224647,0.0533630046562999,"Rattus_norvegicus"
"187","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","carbonyle levels, oxidative damage to proteins by determination of carbonyl groups","nmol/mg","Levine et al. 1990","figure2b","maternal deprivation","control",3,"hours",0.263636363636363,0.0409393827243552,12,0.0118181818181818,"NA",0.153636363636364,0.0598344824432885,12,0.0172727272727273,"NA","1","no","raw","NA","View study_notes",187,2.07158087800753,0.292150835842693,0.539982208057441,0.0146491259440492,"Rattus_norvegicus"
"188","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","carbonyle levels, oxidative damage to proteins by determination of carbonyl groups","nmol/mg","Levine et al. 1990","figure2b","maternal deprivation","control",3,"hours",0.258181818181818,0.100773865167644,12,0.0290909090909091,"NA",0.139090909090909,0.072431215589244,12,0.0209090909090909,"NA","1","no","raw","NA","View study_notes",188,1.31020733317024,0.224796447285074,0.618536316768771,0.0352940396841082,"Rattus_norvegicus"
"189","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","carbonyle levels, oxidative damage to proteins by determination of carbonyl groups","nmol/mg","Levine et al. 1990","figure2b","maternal deprivation","control",3,"hours",0.269090909090909,0.113370598313599,12,0.0327272727272728,"NA",0.188181818181818,0.0503869325838218,12,0.0145454545454545,"NA","1","no","raw","NA","View study_notes",189,0.890427585945252,0.20792923306207,0.357640661058692,0.0207662873282178,"Rattus_norvegicus"
"190","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","NA","NA","oxidative stress","TBARS","thiobarbituric acid reactive substances","nmol/mg","Esterbauer 1990","figure2a","maternal deprivation","control",3,"hours",0.0330662983425414,0.0116267498961115,12,0.00335635359116021,"NA",0.0105662983425414,0.00344496293218118,12,0.000994475138121544,"NA","1","no","raw","NA","View study_notes",190,2.53335725946934,0.430253481791331,1.14084505229139,0.0191611446599171,"Rattus_norvegicus"
"191","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","NA","NA","oxidative stress","TBARS","thiobarbituric acid reactive substances","nmol/mg","Esterbauer 1990","figure2a","maternal deprivation","control",3,"hours",0.0369198895027624,0.00904302769697564,12,0.00261049723756906,"NA",0.00658839779005526,0.00301434256565852,12,0.000870165745856348,"NA","1","no","raw","NA","View study_notes",191,4.34456445157995,0.885349864755655,1.72344022525058,0.0224434200722535,"Rattus_norvegicus"
"192","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","NA","NA","oxidative stress","TBARS","thiobarbituric acid reactive substances","nmol/mg","Esterbauer 1990","figure2a","maternal deprivation","control",3,"hours",0.0164088397790055,0.0034449629321812,12,0.000994475138121551,"NA",0.0176519337016575,0.00387558329870381,12,0.00111878453038673,"NA","1","no","raw","NA","View study_notes",192,-0.327318428136317,0.184286591233723,-0.0730251350148937,0.00769015468930704,"Rattus_norvegicus"
"193","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","NA","NA","oxidative stress","TBARS","thiobarbituric acid reactive substances","nmol/mg","Esterbauer 1990","figure2a","maternal deprivation","control",3,"hours",0.0190193370165746,0.00645930549783975,12,0.00186464088397791,"NA",0.0110635359116022,0.0034449629321812,12,0.000994475138121551,"NA","1","no","raw","NA","View study_notes",193,1.48383465780136,0.247388407774803,0.541801551660297,0.0176914757179474,"Rattus_norvegicus"
